,fold_change,-log10(fdr_BH),Gene
1664,12.244473878212325,9.141031108216907,LAMTOR1
1680,7.535290405565793,8.7447795678162,DARS2
1691,6.53798960454856,6.981545523108911,APOOL
1695,4.364077276330578,6.182951781644496,CD109
1716,11.297340360772118,7.76830408949304,MRPL21
1717,4.267873896163794,4.799400396674425,EFL1
1721,10.316102200255155,10.461752317022444,C6orf120
1734,4.251536085822915,6.062639424310486,NLRX1
1737,6.167079025401344,5.8312273836046735,ZC3H18
1743,4.5986938212875135,6.007310350492242,PPFIBP1
1747,5.3730253749694725,9.440856835663078,VRK2
1771,7.025130178285919,7.548316815653671,ABI1
1783,4.2338553924541715,6.17817477374395,PLCD3
1794,8.879176596873904,9.680521121838709,PRPF38A
1802,4.795105470186602,6.569379982570648,RETREG2
1806,4.62459090584715,4.868624032007623,PDPR
1831,6.898657405660393,8.104772232749015,PNPT1
1857,2.379212575427066,4.242364883037615,PHIP
1858,12.05323216706032,8.790264866662636,SELENOM
1867,2.9948315619482653,7.138011314089533,AHCTF1
1883,7.560631264130998,9.649396512174748,LPAR1
1887,14.071852856635374,9.75002929058269,NECTIN2
1922,10.92705562007155,9.706395912315267,FAM162A
1926,5.45478776417166,8.2325670037424,RFT1
1939,5.157082096545559,10.437647028409032,TAMM41
1941,14.891894731597992,9.141031108216907,EFHD2
1956,12.587879057321386,8.114484440734229,SNRNP40
1960,17.47356949496801,10.365370970714624,MRPL53
1969,9.436650980971377,8.431228708130785,CHMP6
1971,7.7306021917023156,8.289979966410547,CERS2
1972,2.011400542758863,4.953546867807457,DDX27
1998,6.013011785167595,7.962269741161444,NSUN5
2002,4.195424879004817,10.312774680326058,GBP5
2003,4.5201759508775226,5.027510910008108,GBP4
2011,10.0556179056422,9.489778232279528,PANX1
2017,5.4398546582721785,8.776809733926008,CLCC1
2037,2.0145781629774713,5.187026357759551,S100A13
2052,2.159197573524995,4.087980873261978,CPNE1
2105,9.174999612556592,8.927054975910018,SFXN3
2107,7.885278234726359,9.142343962399003,CHID1
2111,8.462714110818732,8.431228708130785,BCL2L13
2133,11.612480188086343,8.634053766460497,NMES1
2149,2.031486522132838,2.919664147589077,NAT10
2189,2.33076473853367,8.289979966410547,SLC25A22
2195,16.242256214961476,10.12552395262991,GNB4
2214,6.084718933917655,6.632663748519339,SARS2
2223,4.942600616881607,6.763001719380711,PPAN
