,fold_change,-log10(fdr_BH),Gene
10,3.8076931416832553,7.020475052625392,POM121C
38,8.60444770978616,7.066339800598241,SLC33A1
47,6.767420028961253,7.283975985512455,BTN3A3
73,12.971900482562324,7.7747392452475825,TOR1A
75,15.148880880582691,8.255559492743052,TP53I11
76,7.625701775754221,9.211473379000962,ACOT8
85,2.9998319042561725,6.3353456445151055,IFIT3
98,2.4458212351284563,6.546451664160484,PLXNB2
132,13.073406145361277,9.323157633503902,NDUFS4
169,17.16290743961094,9.425757586550644,NDUFS5
172,2.374886145570436,4.990766023095215,SMARCA5
196,15.102331048360476,9.854309560515684,MRPS14
217,10.12832240425433,9.459007026750395,NIPSNAP2
251,2.8468039708209782,6.975156102824473,SLC25A12
288,15.570388430054278,7.310865070047682,NDUFB4
294,21.435905817769203,8.959786067415987,NDUFC2
312,17.431535189718797,9.425757586550644,CDS2
328,12.643059118117238,8.054693113053197,NDUFB10
346,6.921551769232102,6.959886997399438,F2
362,17.539200289949274,9.905993516920171,CXCL10
379,11.302260541041312,6.626577265627874,CD74
394,6.133670048594217,6.3254480390228185,SERPING1
398,2.8579623820811957,6.62277343343153,ICAM1
454,4.571229756546254,8.721411294211354,CFH
482,6.582938001090137,7.252019715670491,C1S
484,9.529152629727841,7.178827172501853,IFIT2
494,16.599530987138838,7.846078193194634,PIRT
503,39.003627129635866,9.749220148519704,HLA-C
507,2.0511666893238236,3.975239308921359,COX5B
542,3.0428318214905863,3.9810943276081407,F5
546,10.691888238885348,7.25892305529151,ANXA3
553,16.648245141161592,8.442994597203112,IFITM1
583,21.339984173318133,9.400090197697674,IDO1
611,15.065766205559614,7.387580122071536,TMEM11
615,4.924698822273503,6.873292938616019,UBTF
646,4.259860471547202,6.6798345966068124,ITIH2
674,2.152268875131514,5.51779736642778,TGM2
722,9.697562833363097,8.00062279796089,CTSS
753,14.26195921862515,7.539291778629098,PSMB9
762,15.495029480251103,8.488135020733317,SMARCA1
770,2.4366288382920214,5.346531565674905,EPHB2
793,25.417516121568493,9.905993516920171,HLA-B
820,5.522807350924961,9.085206359956231,GBP1
821,17.75584322398091,9.465216064821306,GBP2
851,8.176556140475547,6.194331335969392,SOAT1
870,6.5099006807609054,6.127833620615241,SERPINF1
1001,11.127525000428278,7.630711996103709,CEBPD
1099,4.744738953650867,4.857021695170908,CACNA2D1
1232,2.0063256101131475,3.726420232675556,HIST1H4A
1287,2.0254392181982532,4.049594735388991,HBA1
1288,5.365381047111169,4.436050526266632,NOP14
1352,5.956208973507598,6.25003335852372,TOP2B
1357,3.338129888895196,6.675727182318784,TAP2
1389,2.3617063903535853,6.5745885054668,LGALS3BP
1440,13.200503682921203,6.959886997399438,NMI
1501,2.168614944832627,3.336715159668384,BOP1
1531,6.335847857453185,6.62277343343153,BMS1
1682,12.881188651519393,7.503528125025898,TMEM97
1712,2.8617075403235708,4.368951411011753,RNF213
1735,18.627518509322574,10.153989463307662,MRPL54
1738,8.413654389253182,6.279713281278386,SLC27A4
1761,4.3467446957881055,4.924888980956949,SYNE3
1764,7.433570907464967,7.24955578062399,ACAD11
1798,23.553904833868078,9.667370295452828,TMED4
1801,10.092867123701096,9.658597416150332,TMEM179B
1830,4.652346374002822,5.056356704609351,WDR75
1866,8.23337125643311,8.49408482523392,CALHM5
1867,18.926468272400946,8.680146796113476,SMIM20
1882,7.192590638771726,6.910448584315999,TMEM87A
1883,10.733623771673328,7.830403714288074,RDH13
1889,2.0700055533983956,6.39384811091501,LEMD2
1894,9.468863967351592,8.49381452048296,NGDN
1928,25.437083354933108,8.954803822372346,DYNLRB2
2018,9.905222496859293,8.494071761665069,APOBEC3D
2060,12.191318207306274,7.772848584372117,IMP4
2065,2.060651767394199,3.2848294430045457,DDX27
2097,17.949390683788888,9.609181305653475,GBP5
2141,11.527333755295283,7.503528125025898,SIGMAR1
2191,10.779704662899475,8.85309319961341,HTATIP2
2193,10.202693730298163,9.86843210182773,APOO
2210,18.660596594275624,8.688721155332905,SFXN3
2213,8.708000310431212,6.294060936228132,TAPBPL
2220,13.008269230279888,9.425757586550644,MAK16
2261,5.482191792880723,4.231581085208116,OSBPL5
2306,2.0369967801620423,3.600246969213011,SFXN1
2311,6.696161047482179,6.179574629452428,SP110
2314,13.116269294500373,8.4955589002885,PDF
2317,7.459905322587513,6.735538910811522,NCOA5
2354,6.74279270442386,7.684337107987532,SLC17A5
2377,9.103306848680711,7.830403714288074,DCAF13
2382,2.1458199133123728,8.31335000172206,DNAJC11
2391,14.85826283534218,8.166645010374893,MRPL22
2408,5.850552805816179,6.684710733119892,UTP6
2418,16.697944572172347,9.13707028428852,CISD1
2430,12.28281708197652,9.428812495673633,NDUFAF4
2463,10.10972471708193,6.7079619519440525,SLC25A10
2464,7.376378400239208,6.5745885054668,FBLN5
2498,5.885742678691629,6.134233007994375,MBD1
2500,2.1645550114974186,3.406373836170967,SLC25A13
2543,15.541558631445618,9.425757586550644,NIP7
2558,10.497530209823124,9.051520681647537,EXOG
2593,11.715149802544206,7.568778335845895,RRP15
2606,2.18279464437789,5.530533305158021,SAMHD1
2621,10.285549615354599,10.153989463307662,TIMM22
2643,11.371490529427,8.00062279796089,ALG5
2644,13.6207404240007,8.003859723765663,MRPS18B
