,fold_change,-log10(fdr_BH),Gene
417,0.04679143139373343,8.326172832292794,HLA-A
1195,0.20425548002966257,6.93343463377118,ALDH6A1
1994,0.4926646573738829,6.409339096001016,CCDC134
2110,0.2093689207587412,4.662580866862599,WHRN
